student_id,name,age,gender,grade,school,math_score,science_score,english_score,history_score,art_score,study_hours_per_day,attendance_percent,study_group,internet_access,parent_education,extracurricular
1863,Student_863,16,Male,11th,City Public School,67.0,88.0,81.0,83.0,53.0,0.6,57.5,Group B,Yes,,Yes
1864,Student_864,15,Male,12th,Greenwood High,50.0,35.0,46.0,42.0,73.0,1.7,61.5,Group B,Yes,Bachelor,Yes
1865,Student_865,16,Male,9th,City Public School,,78.0,61.0,58.0,94.0,5.8,86.3,Group C,Yes,Bachelor,Yes
1866,Student_866,18,Male,9th,Greenwood High,40.0,43.0,56.0,32.0,58.0,2.3,61.4,Group C,Yes,High School,Yes
1867,Student_867,17,Male,11th,City Public School,88.0,66.0,57.0,87.0,69.0,4.0,83.8,Group A,No,Bachelor,No
1868,Student_868,18,Female,12th,Sunrise Academy,86.0,49.0,88.0,31.0,59.0,4.9,57.5,None,Yes,High School,Yes
1869,Student_869,15,Female,12th,Sunrise Academy,91.0,46.0,80.0,57.0,50.0,7.2,73.3,Group A,Yes,High School,Yes
1870,Student_870,17,Female,9th,Greenwood High,77.0,91.0,49.0,31.0,86.0,7.2,63.0,Group B,Yes,High School,Yes
1871,Student_871,16,Male,12th,National Grammar,63.0,42.0,49.0,36.0,73.0,6.1,59.9,Group B,Yes,Master,Yes
1872,Student_872,17,Female,12th,City Public School,93.0,,96.0,55.0,59.0,0.8,80.5,Group A,No,Master,No
1873,Student_873,14,Male,12th,National Grammar,99.0,96.0,46.0,45.0,73.0,4.8,96.8,None,Yes,Bachelor,Yes
1874,Student_874,17,Male,10th,National Grammar,96.0,46.0,87.0,52.0,48.0,6.4,57.5,Group C,Yes,Bachelor,Yes
1875,Student_875,14,Female,11th,National Grammar,86.0,99.0,89.0,69.0,62.0,0.6,74.0,Group A,Yes,Bachelor,No
1876,Student_876,17,Male,10th,Sunrise Academy,70.0,76.0,77.0,89.0,94.0,4.6,,Group B,Yes,Bachelor,Yes
1877,Student_877,14,Male,11th,Greenwood High,80.0,96.0,66.0,61.0,93.0,6.9,75.8,None,Yes,High School,No
1878,Student_878,15,Female,9th,Greenwood High,85.0,45.0,91.0,44.0,88.0,4.1,91.3,Group B,Yes,High School,Yes
1879,Student_879,18,Female,12th,Sunrise Academy,89.0,77.0,72.0,42.0,83.0,0.5,63.1,None,Yes,High School,Yes
1880,Student_880,16,Female,11th,Sunrise Academy,65.0,51.0,40.0,34.0,60.0,0.6,98.2,None,No,Bachelor,No
1881,Student_881,17,Male,10th,Greenwood High,88.0,66.0,83.0,81.0,55.0,3.6,72.3,None,Yes,Bachelor,No
1882,Student_882,18,Female,12th,National Grammar,89.0,74.0,92.0,70.0,58.0,1.7,70.4,Group A,Yes,Bachelor,Yes
1883,Student_883,16,Female,9th,City Public School,,57.0,99.0,82.0,47.0,5.5,94.4,Group A,No,Master,Yes
1884,Student_884,16,Male,11th,City Public School,59.0,90.0,73.0,79.0,95.0,5.8,80.4,Group A,Yes,None,Yes
1885,Student_885,14,Female,11th,City Public School,91.0,40.0,43.0,44.0,94.0,1.8,78.2,None,Yes,High School,Yes
1886,Student_886,15,Female,11th,National Grammar,80.0,84.0,56.0,36.0,86.0,7.2,87.7,None,Yes,High School,Yes
1887,Student_887,15,Female,12th,Greenwood High,50.0,71.0,43.0,69.0,82.0,3.8,81.1,Group B,Yes,None,No
1888,Student_888,18,Male,10th,Sunrise Academy,,98.0,82.0,57.0,89.0,1.6,62.3,Group C,Yes,High School,Yes
1889,Student_889,15,Male,10th,Greenwood High,93.0,88.0,93.0,61.0,86.0,6.2,85.3,Group A,Yes,High School,Yes
1890,Student_890,17,Male,11th,National Grammar,72.0,,65.0,44.0,62.0,6.4,61.0,None,No,Bachelor,Yes
1891,Student_891,15,Male,9th,Sunrise Academy,89.0,45.0,43.0,99.0,64.0,5.3,91.3,Group B,Yes,High School,Yes
1892,Student_892,18,Female,9th,National Grammar,77.0,83.0,40.0,94.0,92.0,6.9,99.5,Group B,Yes,Bachelor,No
1893,Student_893,15,Male,10th,City Public School,66.0,55.0,46.0,33.0,69.0,6.0,72.0,Group B,Yes,Bachelor,Yes
1894,Student_894,17,Male,9th,City Public School,73.0,97.0,69.0,40.0,82.0,7.1,75.0,Group A,Yes,High School,Yes
1895,Student_895,14,Female,10th,National Grammar,54.0,62.0,89.0,55.0,57.0,3.8,57.1,Group A,Yes,Bachelor,No
1896,Student_896,18,Female,11th,Sunrise Academy,71.0,51.0,48.0,90.0,48.0,6.1,55.6,Group C,Yes,None,Yes
1897,Student_897,14,Female,10th,Sunrise Academy,,40.0,74.0,66.0,99.0,8.0,96.5,Group B,Yes,Bachelor,Yes
1898,Student_898,14,Male,10th,Greenwood High,60.0,53.0,47.0,52.0,58.0,5.9,60.8,Group A,No,Master,Yes
1899,Student_899,14,Male,11th,City Public School,85.0,90.0,63.0,69.0,77.0,1.4,75.1,Group B,Yes,High School,No
1900,Student_900,16,Male,9th,Greenwood High,44.0,62.0,58.0,52.0,72.0,4.4,91.7,None,Yes,Master,No
1901,Student_901,16,Female,10th,Greenwood High,45.0,72.0,75.0,45.0,96.0,4.9,95.0,Group B,No,Bachelor,Yes
1902,Student_902,14,Female,10th,National Grammar,,71.0,89.0,90.0,81.0,1.8,78.4,Group C,Yes,Master,Yes
1903,Student_903,18,Male,11th,National Grammar,61.0,83.0,91.0,97.0,52.0,7.7,80.4,Group A,No,Bachelor,No
1904,Student_904,17,Female,9th,Greenwood High,57.0,77.0,98.0,60.0,88.0,1.8,85.1,None,No,,Yes
1905,Student_905,17,Female,10th,City Public School,53.0,,82.0,82.0,78.0,1.8,98.3,Group A,Yes,Master,Yes
1906,Student_906,15,Female,11th,National Grammar,49.0,92.0,66.0,54.0,88.0,7.4,82.1,None,No,High School,No
1907,Student_907,18,Male,10th,Greenwood High,85.0,47.0,71.0,73.0,49.0,4.0,80.2,Group B,Yes,High School,Yes
1908,Student_908,16,Female,12th,Greenwood High,52.0,,53.0,41.0,98.0,1.0,55.7,Group B,Yes,High School,Yes
1909,Student_909,14,Female,11th,Greenwood High,70.0,92.0,96.0,38.0,49.0,5.0,58.6,Group C,No,High School,No
1910,Student_910,15,Male,9th,Greenwood High,69.0,66.0,57.0,41.0,75.0,5.0,81.0,Group C,Yes,Bachelor,Yes
1911,Student_911,17,Male,9th,Greenwood High,42.0,94.0,67.0,98.0,89.0,1.0,97.1,None,Yes,Bachelor,Yes
1912,Student_912,16,Female,9th,Greenwood High,69.0,92.0,99.0,83.0,53.0,7.8,94.0,Group C,Yes,Master,Yes
1913,Student_913,16,Female,9th,National Grammar,45.0,90.0,68.0,83.0,86.0,4.6,99.2,Group C,No,None,Yes
1914,Student_914,14,Male,10th,City Public School,68.0,62.0,55.0,57.0,76.0,4.7,78.8,Group C,No,Master,Yes
1915,Student_915,17,Male,10th,Greenwood High,47.0,35.0,74.0,85.0,77.0,4.4,90.5,Group C,Yes,Master,Yes
1916,Student_916,18,Female,9th,Sunrise Academy,83.0,76.0,86.0,98.0,47.0,5.1,92.8,Group B,No,None,No
1917,Student_917,16,Female,9th,National Grammar,84.0,82.0,98.0,87.0,74.0,2.5,84.2,Group C,Yes,High School,No
1918,Student_918,14,Female,9th,National Grammar,82.0,74.0,98.0,71.0,94.0,,70.2,Group B,Yes,Bachelor,Yes
1919,Student_919,18,Female,10th,Greenwood High,83.0,97.0,70.0,67.0,56.0,4.3,76.1,Group B,Yes,Bachelor,No
1920,Student_920,17,Male,9th,National Grammar,72.0,38.0,43.0,97.0,73.0,6.6,93.6,Group A,No,Bachelor,No
1921,Student_921,16,Female,9th,Greenwood High,56.0,72.0,76.0,82.0,47.0,0.9,68.4,Group B,Yes,Bachelor,No
1922,Student_922,18,Female,12th,City Public School,,61.0,56.0,62.0,70.0,5.0,96.6,Group B,Yes,Bachelor,Yes
1923,Student_923,18,Male,12th,City Public School,50.0,43.0,78.0,85.0,74.0,6.6,65.3,Group C,No,None,No
1924,Student_924,18,Female,9th,National Grammar,52.0,50.0,87.0,80.0,53.0,1.7,88.7,Group B,No,Bachelor,Yes
1925,Student_925,16,Male,11th,National Grammar,89.0,90.0,85.0,72.0,70.0,0.6,83.4,None,Yes,None,Yes
1926,Student_926,16,Female,9th,Sunrise Academy,50.0,65.0,65.0,44.0,46.0,2.8,88.7,Group C,Yes,Bachelor,Yes
1927,Student_927,15,Female,12th,National Grammar,70.0,48.0,87.0,67.0,47.0,4.9,74.7,Group C,No,Bachelor,No
1928,Student_928,17,Male,11th,Sunrise Academy,67.0,59.0,78.0,44.0,90.0,1.5,97.0,Group C,No,Bachelor,Yes
1929,Student_929,14,Male,11th,City Public School,83.0,68.0,80.0,34.0,48.0,3.7,83.5,Group A,Yes,Master,Yes
1930,Student_930,18,Female,9th,City Public School,45.0,58.0,43.0,83.0,69.0,,68.0,Group C,No,Bachelor,No
1931,Student_931,15,Female,12th,Greenwood High,80.0,60.0,69.0,80.0,95.0,5.0,83.7,Group B,No,Bachelor,No
1932,Student_932,14,Female,12th,City Public School,55.0,54.0,69.0,39.0,57.0,2.6,67.9,None,No,Bachelor,No
1933,Student_933,15,Male,11th,Sunrise Academy,43.0,98.0,61.0,41.0,83.0,3.5,68.2,Group C,No,Master,Yes
1934,Student_934,16,Female,9th,National Grammar,74.0,44.0,50.0,33.0,88.0,6.3,73.0,Group C,Yes,Bachelor,Yes
1935,Student_935,18,Male,10th,Greenwood High,99.0,,41.0,47.0,79.0,7.6,93.4,None,Yes,High School,No
1936,Student_936,14,Male,10th,Sunrise Academy,87.0,39.0,83.0,65.0,99.0,7.0,77.5,Group C,Yes,Master,Yes
1937,Student_937,14,Female,12th,National Grammar,95.0,92.0,51.0,54.0,67.0,4.7,85.6,Group A,Yes,Bachelor,No
1938,Student_938,14,Male,10th,Greenwood High,98.0,61.0,69.0,65.0,53.0,3.6,72.6,Group B,No,None,Yes
1939,Student_939,14,Female,12th,City Public School,65.0,49.0,75.0,96.0,46.0,,66.9,None,No,Bachelor,No
1940,Student_940,14,Female,12th,Sunrise Academy,96.0,69.0,57.0,38.0,98.0,1.4,98.0,None,Yes,Master,Yes
1941,Student_941,15,Female,12th,National Grammar,51.0,87.0,65.0,90.0,85.0,1.3,82.2,Group A,Yes,Bachelor,Yes
1942,Student_942,18,Female,10th,Greenwood High,50.0,78.0,92.0,82.0,88.0,5.7,97.0,Group B,Yes,High School,No
1943,Student_943,16,Female,12th,Greenwood High,76.0,60.0,46.0,47.0,75.0,2.4,64.2,Group A,Yes,Bachelor,Yes
1944,Student_944,16,Male,11th,City Public School,64.0,81.0,40.0,72.0,88.0,2.4,61.6,Group B,Yes,Bachelor,Yes
1945,Student_945,16,Male,9th,National Grammar,57.0,68.0,97.0,64.0,91.0,8.0,93.5,Group A,Yes,Bachelor,No
1946,Student_946,16,Female,9th,City Public School,58.0,84.0,65.0,92.0,46.0,1.9,85.6,Group C,Yes,High School,Yes
1947,Student_947,15,Female,12th,City Public School,62.0,46.0,62.0,33.0,76.0,1.6,63.4,Group A,Yes,High School,Yes
1948,Student_948,17,Male,9th,National Grammar,94.0,38.0,65.0,70.0,62.0,,67.1,None,Yes,Bachelor,Yes
1949,Student_949,18,Male,10th,National Grammar,77.0,82.0,84.0,74.0,57.0,4.8,91.0,None,No,Bachelor,Yes
1950,Student_950,14,Male,10th,National Grammar,93.0,89.0,45.0,79.0,90.0,5.2,75.4,None,Yes,High School,Yes
1951,Student_951,17,Male,9th,Sunrise Academy,57.0,35.0,45.0,57.0,49.0,3.2,85.2,Group A,Yes,,No
1952,Student_952,16,Female,10th,National Grammar,65.0,64.0,83.0,71.0,86.0,4.5,69.3,None,Yes,None,No
1953,Student_953,17,Female,9th,Greenwood High,45.0,37.0,47.0,98.0,88.0,6.4,72.2,None,Yes,Bachelor,Yes
1954,Student_954,18,Male,9th,City Public School,43.0,55.0,63.0,30.0,54.0,6.6,99.6,Group C,No,None,Yes
1955,Student_955,14,Female,9th,Sunrise Academy,83.0,83.0,61.0,68.0,87.0,7.7,66.1,Group C,Yes,None,No
1956,Student_956,14,Male,12th,National Grammar,90.0,96.0,58.0,46.0,69.0,6.7,77.8,Group B,No,None,No
1957,Student_957,18,Female,9th,Sunrise Academy,68.0,,76.0,64.0,78.0,4.7,93.0,Group B,Yes,Bachelor,Yes
1958,Student_958,18,Male,12th,National Grammar,,49.0,57.0,75.0,81.0,1.8,65.8,Group B,Yes,High School,No
1959,Student_959,16,Female,9th,Sunrise Academy,73.0,86.0,70.0,71.0,74.0,1.2,73.7,Group A,Yes,High School,No
1960,Student_960,14,Male,9th,City Public School,56.0,80.0,76.0,68.0,51.0,0.9,82.7,Group B,Yes,Master,Yes
1961,Student_961,17,Male,9th,City Public School,82.0,59.0,69.0,78.0,50.0,5.5,76.7,Group A,Yes,High School,Yes
1962,Student_962,15,Female,10th,Greenwood High,82.0,55.0,96.0,91.0,98.0,6.6,75.7,Group A,No,High School,Yes
1963,Student_963,15,Male,12th,Greenwood High,92.0,39.0,81.0,67.0,99.0,,71.3,Group B,Yes,Master,No
1964,Student_964,18,Female,12th,National Grammar,,81.0,72.0,52.0,47.0,0.9,81.4,Group B,Yes,High School,No
1965,Student_965,16,Female,9th,City Public School,41.0,52.0,49.0,51.0,57.0,4.5,,Group A,No,,No
1966,Student_966,15,Male,9th,Sunrise Academy,73.0,55.0,76.0,33.0,47.0,7.5,84.4,Group C,No,None,Yes
1967,Student_967,14,Female,10th,Sunrise Academy,94.0,57.0,51.0,78.0,70.0,,58.2,None,Yes,,No
1968,Student_968,18,Female,10th,Sunrise Academy,47.0,98.0,93.0,88.0,68.0,6.6,83.4,None,Yes,High School,No
1969,Student_969,17,Female,10th,Greenwood High,52.0,74.0,69.0,97.0,97.0,6.5,97.9,None,Yes,Bachelor,No
1970,Student_970,18,Female,12th,Sunrise Academy,81.0,44.0,66.0,31.0,50.0,7.5,79.3,Group C,Yes,High School,Yes
1971,Student_971,17,Female,12th,Greenwood High,,86.0,78.0,78.0,87.0,6.3,87.2,Group A,No,High School,No
1972,Student_972,18,Male,12th,Greenwood High,69.0,95.0,48.0,60.0,93.0,6.1,80.1,Group B,Yes,Bachelor,Yes
1973,Student_973,18,Female,9th,National Grammar,71.0,98.0,93.0,69.0,86.0,2.3,93.5,Group A,Yes,Master,No
1974,Student_974,18,Female,12th,Sunrise Academy,75.0,39.0,60.0,77.0,56.0,0.9,,Group A,No,None,No
1975,Student_975,17,Female,11th,Sunrise Academy,86.0,87.0,51.0,80.0,93.0,4.4,63.3,Group B,No,Bachelor,Yes
1976,Student_976,17,Female,11th,City Public School,69.0,89.0,94.0,72.0,80.0,1.4,74.7,Group C,Yes,High School,No
1977,Student_977,18,Female,10th,National Grammar,40.0,71.0,68.0,84.0,46.0,7.7,72.7,None,No,Bachelor,Yes
1978,Student_978,15,Male,12th,City Public School,,90.0,72.0,78.0,55.0,2.7,73.2,None,Yes,,No
1979,Student_979,16,Female,11th,National Grammar,78.0,93.0,82.0,86.0,83.0,6.9,60.6,Group A,Yes,Bachelor,Yes
1980,Student_980,16,Male,10th,Sunrise Academy,56.0,93.0,92.0,44.0,78.0,3.4,91.6,Group C,No,High School,No
1981,Student_981,16,Male,12th,Greenwood High,98.0,,54.0,56.0,70.0,2.9,56.6,None,Yes,High School,No
1982,Student_982,17,Male,9th,Greenwood High,59.0,99.0,41.0,97.0,62.0,7.5,78.8,Group C,Yes,None,Yes
1983,Student_983,17,Male,11th,Greenwood High,63.0,94.0,91.0,93.0,65.0,3.2,84.8,Group B,Yes,High School,Yes
1984,Student_984,15,Female,9th,Greenwood High,89.0,85.0,78.0,59.0,80.0,3.4,64.3,Group A,Yes,Master,Yes
1985,Student_985,16,Male,12th,Greenwood High,61.0,64.0,92.0,65.0,84.0,1.3,,Group A,Yes,Master,Yes
1986,Student_986,16,Male,11th,City Public School,68.0,45.0,83.0,96.0,96.0,,92.7,Group C,Yes,Bachelor,Yes
1987,Student_987,18,Female,12th,National Grammar,61.0,73.0,93.0,78.0,90.0,2.7,76.2,None,Yes,High School,No
1988,Student_988,17,Female,9th,Sunrise Academy,83.0,97.0,57.0,84.0,88.0,4.9,73.5,Group C,Yes,High School,No
1989,Student_989,16,Female,11th,City Public School,48.0,98.0,42.0,85.0,66.0,4.9,65.6,Group B,Yes,,No
1990,Student_990,15,Male,9th,National Grammar,76.0,95.0,46.0,97.0,97.0,5.9,,None,No,Master,Yes
1991,Student_991,15,Female,12th,Greenwood High,49.0,88.0,82.0,73.0,74.0,6.1,60.9,None,Yes,Bachelor,No
1992,Student_992,16,Female,12th,National Grammar,75.0,92.0,57.0,60.0,94.0,4.4,85.6,Group C,Yes,Bachelor,No
1993,Student_993,17,Male,9th,National Grammar,76.0,90.0,83.0,87.0,87.0,3.0,92.9,Group B,Yes,Master,Yes
1994,Student_994,15,Female,11th,Greenwood High,67.0,68.0,77.0,82.0,74.0,6.8,,None,Yes,Master,Yes
1995,Student_995,18,Female,9th,Greenwood High,67.0,65.0,76.0,52.0,52.0,2.8,94.0,Group A,No,High School,Yes
1996,Student_996,15,Female,12th,Greenwood High,,86.0,97.0,57.0,78.0,4.3,56.5,Group B,Yes,None,No
1997,Student_997,14,Female,9th,Sunrise Academy,82.0,35.0,72.0,45.0,91.0,3.5,96.1,None,Yes,,Yes
1998,Student_998,14,Male,12th,Greenwood High,60.0,89.0,83.0,66.0,53.0,6.9,60.3,Group C,Yes,Bachelor,No
1999,Student_999,17,Female,9th,Sunrise Academy,63.0,56.0,98.0,50.0,95.0,3.7,84.1,None,Yes,High School,Yes
2000,Student_1000,16,Female,11th,Greenwood High,81.0,74.0,70.0,46.0,64.0,3.4,66.3,Group A,Yes,High School,No
1839,Student_839,16,Female,11th,City Public School,67.0,93.0,56.0,87.0,48.0,6.5,88.2,Group C,Yes,,No
1875,Student_875,14,Female,11th,National Grammar,86.0,99.0,89.0,69.0,62.0,0.6,74.0,Group A,Yes,Bachelor,No
1785,Student_785,18,Male,10th,City Public School,,50.0,43.0,38.0,89.0,5.1,59.7,Group C,Yes,Bachelor,Yes
1514,Student_514,17,Female,9th,Greenwood High,92.0,63.0,96.0,75.0,83.0,6.5,61.9,Group A,No,Bachelor,Yes
1386,Student_386,14,Male,9th,National Grammar,74.0,63.0,91.0,87.0,79.0,3.6,62.4,Group B,Yes,Bachelor,Yes
1570,Student_570,16,Male,9th,Sunrise Academy,88.0,94.0,97.0,50.0,49.0,1.5,63.5,Group A,No,None,No
1067,Student_67,15,Male,11th,National Grammar,57.0,83.0,53.0,72.0,54.0,5.2,59.4,Group C,Yes,Bachelor,No
1129,Student_129,18,Female,10th,City Public School,76.0,75.0,78.0,67.0,86.0,,77.9,Group B,Yes,Bachelor,No
1363,Student_363,17,Male,10th,Sunrise Academy,50.0,97.0,93.0,76.0,91.0,1.3,90.2,Group A,No,Bachelor,Yes
1385,Student_385,18,Male,12th,Greenwood High,84.0,91.0,45.0,46.0,89.0,3.2,86.3,Group A,Yes,,No
1919,Student_919,18,Female,10th,Greenwood High,83.0,97.0,70.0,67.0,56.0,4.3,76.1,Group B,Yes,Bachelor,No
1245,Student_245,16,Female,10th,Greenwood High,99.0,60.0,94.0,42.0,64.0,4.0,92.7,Group C,Yes,None,Yes
1208,Student_208,16,Male,9th,Greenwood High,95.0,92.0,81.0,74.0,83.0,4.7,75.7,Group B,Yes,Master,Yes
1222,Student_222,14,Male,12th,Greenwood High,,60.0,49.0,69.0,53.0,3.9,65.0,None,Yes,Bachelor,Yes
1511,Student_511,16,Male,11th,Greenwood High,93.0,93.0,55.0,73.0,71.0,4.6,72.6,None,No,Bachelor,No
1752,Student_752,17,Male,10th,City Public School,99.0,74.0,51.0,96.0,70.0,4.4,96.1,Group B,Yes,High School,No
1037,Student_37,16,Male,10th,National Grammar,40.0,60.0,93.0,67.0,52.0,7.3,76.7,None,Yes,High School,Yes
1247,Student_247,17,Female,9th,Greenwood High,74.0,87.0,64.0,42.0,99.0,5.6,67.4,Group A,Yes,High School,Yes
1134,Student_134,18,Female,10th,National Grammar,62.0,97.0,95.0,64.0,91.0,5.8,94.5,None,Yes,None,Yes
1925,Student_925,16,Male,11th,National Grammar,89.0,90.0,85.0,72.0,70.0,0.6,83.4,None,Yes,None,Yes
1165,Student_165,16,Male,9th,City Public School,87.0,78.0,62.0,50.0,62.0,4.4,95.6,Group A,Yes,Bachelor,Yes
1904,Student_904,17,Female,9th,Greenwood High,57.0,77.0,98.0,60.0,88.0,1.8,85.1,None,No,,Yes
1718,Student_718,15,Male,10th,Greenwood High,93.0,44.0,84.0,82.0,84.0,6.1,59.2,None,No,Bachelor,Yes
1884,Student_884,16,Male,11th,City Public School,59.0,90.0,73.0,79.0,95.0,5.8,80.4,Group A,Yes,None,Yes
1931,Student_931,15,Female,12th,Greenwood High,80.0,60.0,69.0,80.0,95.0,5.0,83.7,Group B,No,Bachelor,No
1123,Student_123,18,Female,10th,Greenwood High,82.0,73.0,47.0,57.0,46.0,7.6,68.2,Group C,Yes,Bachelor,Yes
1020,Student_20,17,Female,12th,City Public School,56.0,99.0,56.0,74.0,78.0,3.8,,Group A,Yes,Master,Yes
1090,Student_90,16,Female,11th,National Grammar,68.0,84.0,63.0,55.0,63.0,7.4,79.2,Group A,Yes,Bachelor,No
1404,Student_404,18,Male,9th,National Grammar,86.0,62.0,68.0,51.0,46.0,0.8,66.4,Group A,Yes,High School,Yes
1359,Student_359,14,Female,10th,Greenwood High,,57.0,71.0,65.0,72.0,,95.6,Group C,Yes,High School,Yes
